145 1730249816 0,394266 0,200000 0,394266 0,394266 0,031089
142 1730249816 0,181775 0,200000 0,181775 0,181775 0,006608
148 1730249816 0,000603 0,200000 0,000603 0,000603 0,000000
145 1730249817 0,394266 0,200000 0,394266 0,394266 0,031089
142 1730249817 0,181775 0,200000 0,181775 0,181775 0,006608
148 1730249817 0,000603 0,200000 0,000603 0,000603 0,000000
145 1730249818 0,394266 0,200000 0,394266 0,394266 0,031089
142 1730249818 0,181775 0,200000 0,181775 0,181775 0,006608
148 1730249818 0,000603 0,200000 0,000603 0,000603 0,000000
145 1730249819 0,394266 0,200000 0,394266 0,394266 0,031089
142 1730249819 0,181775 0,200000 0,181775 0,181775 0,006608
148 1730249819 0,000603 0,200000 0,000603 0,000603 0,000000
145 1730249820 0,394266 0,200000 0,394266 0,394266 0,031089
142 1730249820 0,181775 0,200000 0,181775 0,181775 0,006608
148 1730249820 0,000603 0,200000 0,000603 0,000603 0,000000
145 1730249821 0,413594 0,200000 0,413594 0,413594 0,034212
148 1730249821 0,000740 0,200000 0,000740 0,000740 0,000000
151 1730249821 0,365735 0,200000 0,365735 0,365735 0,026752
145 1730249822 0,413594 0,200000 0,413594 0,413594 0,034212
148 1730249822 0,000740 0,200000 0,000740 0,000740 0,000000
151 1730249822 0,365735 0,200000 0,365735 0,365735 0,026752
145 1730249823 0,413594 0,200000 0,413594 0,413594 0,034212
148 1730249823 0,000740 0,200000 0,000740 0,000740 0,000000
151 1730249823 0,365735 0,200000 0,365735 0,365735 0,026752
145 1730249824 0,413594 0,200000 0,413594 0,413594 0,034212
148 1730249824 0,000740 0,200000 0,000740 0,000740 0,000000
151 1730249824 0,365735 0,200000 0,365735 0,365735 0,026752
145 1730249825 0,413594 0,200000 0,413594 0,413594 0,034212
148 1730249825 0,000740 0,200000 0,000740 0,000740 0,000000
151 1730249825 0,365735 0,200000 0,365735 0,365735 0,026752
172 1730249826 0,130935 0,200000 0,130935 0,130935 0,003429
145 1730249826 0,421829 0,200000 0,421829 0,421829 0,035588
142 1730249826 0,205566 0,200000 0,205566 0,205566 0,008451
148 1730249826 0,000426 0,200000 0,000426 0,000426 0,000000
166 1730249826 0,139502 0,200000 0,139502 0,139502 0,003892
151 1730249826 0,204802 0,200000 0,204802 0,204802 0,008389
142 1730249827 0,205566 0,200000 0,205566 0,205566 0,008451
166 1730249827 0,139502 0,200000 0,139502 0,139502 0,003892
145 1730249827 0,421829 0,200000 0,421829 0,421829 0,035588
172 1730249827 0,130935 0,200000 0,130935 0,130935 0,003429
151 1730249827 0,204802 0,200000 0,204802 0,204802 0,008389
148 1730249827 0,000426 0,200000 0,000426 0,000426 0,000000
172 1730249828 0,130935 0,200000 0,130935 0,130935 0,003429
145 1730249828 0,421829 0,200000 0,421829 0,421829 0,035588
142 1730249828 0,205566 0,200000 0,205566 0,205566 0,008451
148 1730249828 0,000426 0,200000 0,000426 0,000426 0,000000
166 1730249828 0,139502 0,200000 0,139502 0,139502 0,003892
151 1730249828 0,204802 0,200000 0,204802 0,204802 0,008389
172 1730249829 0,130935 0,200000 0,130935 0,130935 0,003429
145 1730249829 0,421829 0,200000 0,421829 0,421829 0,035588
142 1730249829 0,205566 0,200000 0,205566 0,205566 0,008451
148 1730249829 0,000426 0,200000 0,000426 0,000426 0,000000
166 1730249829 0,139502 0,200000 0,139502 0,139502 0,003892
151 1730249829 0,204802 0,200000 0,204802 0,204802 0,008389
172 1730249830 0,130935 0,200000 0,130935 0,130935 0,003429
145 1730249830 0,421829 0,200000 0,421829 0,421829 0,035588
142 1730249830 0,205566 0,200000 0,205566 0,205566 0,008451
148 1730249830 0,000426 0,200000 0,000426 0,000426 0,000000
166 1730249830 0,139502 0,200000 0,139502 0,139502 0,003892
151 1730249830 0,204802 0,200000 0,204802 0,204802 0,008389
145 1730249831 0,412629 0,200000 0,412629 0,412629 0,034052
142 1730249831 0,199667 0,200000 0,199667 0,199667 0,007973
148 1730249831 0,000521 0,200000 0,000521 0,000521 0,000000
166 1730249831 0,112378 0,200000 0,112378 0,112378 0,002526
169 1730249831 0,150156 0,200000 0,150156 0,150156 0,004509
145 1730249832 0,412629 0,200000 0,412629 0,412629 0,034052
142 1730249832 0,199667 0,200000 0,199667 0,199667 0,007973
148 1730249832 0,000521 0,200000 0,000521 0,000521 0,000000
166 1730249832 0,112378 0,200000 0,112378 0,112378 0,002526
169 1730249832 0,150156 0,200000 0,150156 0,150156 0,004509
145 1730249833 0,412629 0,200000 0,412629 0,412629 0,034052
142 1730249833 0,199667 0,200000 0,199667 0,199667 0,007973
148 1730249833 0,000521 0,200000 0,000521 0,000521 0,000000
166 1730249833 0,112378 0,200000 0,112378 0,112378 0,002526
169 1730249833 0,150156 0,200000 0,150156 0,150156 0,004509
145 1730249834 0,412629 0,200000 0,412629 0,412629 0,034052
142 1730249834 0,199667 0,200000 0,199667 0,199667 0,007973
148 1730249834 0,000521 0,200000 0,000521 0,000521 0,000000
166 1730249834 0,112378 0,200000 0,112378 0,112378 0,002526
169 1730249834 0,150156 0,200000 0,150156 0,150156 0,004509
145 1730249835 0,412629 0,200000 0,412629 0,412629 0,034052
142 1730249835 0,199667 0,200000 0,199667 0,199667 0,007973
148 1730249835 0,000521 0,200000 0,000521 0,000521 0,000000
166 1730249835 0,112378 0,200000 0,112378 0,112378 0,002526
169 1730249835 0,150156 0,200000 0,150156 0,150156 0,004509
172 1730249836 0,129177 0,200000 0,129177 0,129177 0,003337
145 1730249836 0,412261 0,200000 0,412261 0,412261 0,033992
142 1730249836 0,212573 0,200000 0,212573 0,212573 0,009037
148 1730249836 0,000867 0,200000 0,000867 0,000867 0,000000
178 1730249836 0,197969 0,200000 0,197969 0,197969 0,007838
178 1730249837 0,197969 0,200000 0,197969 0,197969 0,007838
172 1730249837 0,129177 0,200000 0,129177 0,129177 0,003337
145 1730249837 0,412261 0,200000 0,412261 0,412261 0,033992
142 1730249837 0,212573 0,200000 0,212573 0,212573 0,009037
148 1730249837 0,000867 0,200000 0,000867 0,000867 0,000000
172 1730249838 0,129177 0,200000 0,129177 0,129177 0,003337
145 1730249838 0,412261 0,200000 0,412261 0,412261 0,033992
142 1730249838 0,212573 0,200000 0,212573 0,212573 0,009037
148 1730249838 0,000867 0,200000 0,000867 0,000867 0,000000
178 1730249838 0,197969 0,200000 0,197969 0,197969 0,007838
172 1730249839 0,129177 0,200000 0,129177 0,129177 0,003337
145 1730249839 0,412261 0,200000 0,412261 0,412261 0,033992
142 1730249839 0,212573 0,200000 0,212573 0,212573 0,009037
148 1730249839 0,000867 0,200000 0,000867 0,000867 0,000000
178 1730249839 0,197969 0,200000 0,197969 0,197969 0,007838
172 1730249840 0,129177 0,200000 0,129177 0,129177 0,003337
145 1730249840 0,412261 0,200000 0,412261 0,412261 0,033992
142 1730249840 0,212573 0,200000 0,212573 0,212573 0,009037
148 1730249840 0,000867 0,200000 0,000867 0,000867 0,000000
178 1730249840 0,197969 0,200000 0,197969 0,197969 0,007838
187 1730249841 25,629462 0,200000 25,629462 25,629462 131,373865
184 1730249841 0,238093 0,400000 0,237593 0,238594 0,022676
142 1730249841 0,200417 0,200000 0,200417 0,200417 0,008033
