220 1730250066 0,200000 -1,000000 -101,000000 0,000000 0,000000
220 1730250067 0,200000 -1,000000 -101,000000 0,000000 0,000000
223 1730250066 0,200000 -1,000000 -101,000000 0,000000 0,000000
223 1730250067 0,200000 -1,000000 -101,000000 0,000000 0,000000
225 1730250095 0,200000 -1,000000 0,200000 0,200000 0,008000
225 1730250094 0,200000 -1,000000 0,200000 0,200000 0,008000
225 1730250093 0,200000 -1,000000 0,200000 0,200000 0,008000
225 1730250092 0,200000 -1,000000 0,200000 0,200000 0,008000
225 1730250091 0,200000 -1,000000 0,200000 0,200000 0,008000
225 1730250070 0,200000 -1,000000 0,200000 0,200000 0,008000
225 1730250069 0,200000 -1,000000 0,200000 0,200000 0,008000
225 1730250068 0,200000 -1,000000 0,200000 0,200000 0,008000
225 1730250067 0,200000 -1,000000 0,200000 0,200000 0,008000
225 1730250066 0,200000 -1,000000 0,200000 0,200000 0,008000
231 1730250130 0,200000 -1,000000 0,200000 0,200000 0,008000
231 1730250129 0,200000 -1,000000 0,200000 0,200000 0,008000
231 1730250128 0,200000 -1,000000 0,200000 0,200000 0,008000
231 1730250127 0,200000 -1,000000 0,200000 0,200000 0,008000
231 1730250126 0,200000 -1,000000 0,200000 0,200000 0,008000
223 1730250130 0,400000 -1,000000 0,400000 0,400000 0,032000
223 1730250129 0,400000 -1,000000 0,400000 0,400000 0,032000
223 1730250128 0,400000 -1,000000 0,400000 0,400000 0,032000
223 1730250127 0,400000 -1,000000 0,400000 0,400000 0,032000
223 1730250126 0,400000 -1,000000 0,400000 0,400000 0,032000
223 1730250095 0,200000 -1,000000 0,200000 0,200000 0,008000
223 1730250094 0,200000 -1,000000 0,200000 0,200000 0,008000
223 1730250093 0,200000 -1,000000 0,200000 0,200000 0,008000
223 1730250092 0,200000 -1,000000 0,200000 0,200000 0,008000
223 1730250091 0,200000 -1,000000 0,200000 0,200000 0,008000
223 1730250070 0,200000 -1,000000 0,200000 0,200000 0,008000
223 1730250069 0,200000 -1,000000 0,200000 0,200000 0,008000
223 1730250068 0,200000 -1,000000 0,200000 0,200000 0,008000
233 1730250130 0,200000 -1,000000 0,200000 0,200000 0,008000
233 1730250129 0,200000 -1,000000 0,200000 0,200000 0,008000
233 1730250128 0,200000 -1,000000 0,200000 0,200000 0,008000
233 1730250127 0,200000 -1,000000 0,200000 0,200000 0,008000
233 1730250126 0,200000 -1,000000 0,200000 0,200000 0,008000
220 1730250130 0,400000 -1,000000 0,400000 0,400000 0,032000
220 1730250129 0,400000 -1,000000 0,400000 0,400000 0,032000
220 1730250128 0,400000 -1,000000 0,400000 0,400000 0,032000
220 1730250127 0,400000 -1,000000 0,400000 0,400000 0,032000
220 1730250126 0,400000 -1,000000 0,400000 0,400000 0,032000
220 1730250095 0,200000 -1,000000 0,200000 0,200000 0,008000
220 1730250094 0,200000 -1,000000 0,200000 0,200000 0,008000
220 1730250093 0,200000 -1,000000 0,200000 0,200000 0,008000
220 1730250092 0,200000 -1,000000 0,200000 0,200000 0,008000
220 1730250091 0,200000 -1,000000 0,200000 0,200000 0,008000
220 1730250070 0,200000 -1,000000 0,200000 0,200000 0,008000
220 1730250069 0,200000 -1,000000 0,200000 0,200000 0,008000
220 1730250068 0,200000 -1,000000 0,200000 0,200000 0,008000
